学生ID,姓名,风险等级,风险概率,行为模式,风险因素
S0889,赵勇,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0215,杨丽,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0258,王霞,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0260,胡军,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0646,刘超,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0262,张磊,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多"
S0263,陈娟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0264,周伟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0265,郭秀英,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0259,李秀英,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0214,罗霞,高风险,1.0,高风险行为,"挂科门数过多, 平均成绩过低, 出勤率过低, 缺勤次数过多"
S0660,黄娟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0577,高霞,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0187,何丽,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0186,杨娟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0185,郭静,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0665,马伟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0183,林秀英,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0709,周勇,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0213,吴明,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多"
S0158,赵超,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0928,何明,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0180,陈伟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0179,王明,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0178,郭芳,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0177,陈磊,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0157,高杰,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0929,徐霞,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0174,孙伟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0173,徐艳,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0930,孙洋,高风险,1.0,中等风险行为,"挂科门数过多, 缺勤次数过多"
S0171,孙霞,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多"
S0935,吴超,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0169,郭娜,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0168,赵芳,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0668,马磊,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0707,周伟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0670,张杰,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0160,马娟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0164,王明,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0163,罗秀英,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0175,周伟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0161,徐强,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0925,罗霞,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0153,马强,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0150,朱敏,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0151,李涛,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0212,高敏,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0152,周伟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0915,罗明,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0210,刘静,高风险,1.0,高风险行为,"挂科门数过多, 平均成绩过低, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0916,杨磊,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0208,徐磊,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0207,吴超,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0206,胡丽,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0205,孙杰,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0918,杨洋,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0189,郭娜,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0202,杨明,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多"
S0162,周勇,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0919,吴秀英,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0190,何伟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0936,吴勇,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0663,林芳,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0193,高强,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0194,王洋,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0201,孙娟,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0922,黄娜,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0196,吴秀英,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0921,郭霞,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0198,胡艳,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0920,黄强,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0155,吴强,高风险,1.0,高风险行为,"挂科门数过多, 出勤率过低, 缺勤次数过多, 选课数量过多"
S0706,刘敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0717,赵平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0696,张强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0704,郭强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0738,李秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0731,高杰,无风险,0.0,低风险行为,缺勤次数过多
S0697,朱伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0708,徐秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0722,胡平,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0700,林娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0723,高敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0710,徐洋,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0701,胡娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0713,罗杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0712,罗娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0711,黄艳,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0739,陈丽,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0737,李静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0725,何艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0703,马娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0698,赵静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0001,林磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0745,高丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0923,高磊,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0917,李明,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0914,杨涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0913,陈芳,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0908,林平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0907,杨娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0905,徐磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0904,徐娜,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0903,林磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0902,李强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0901,张磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0900,林艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0896,吴勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0895,林勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0893,周静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0891,赵伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0890,何敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0888,李秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0887,赵军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0885,杨军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0880,杨强,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0878,周平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0876,高伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0874,何娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0873,张磊,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0924,赵洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0872,何艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0926,郭伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0931,林娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0997,胡霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0994,何霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0990,林娜,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0989,吴强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0985,罗静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0982,刘秀英,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0981,吴娟,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0978,周军,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0975,李敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0966,徐伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0965,黄勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0963,周强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0960,何杰,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0957,黄静,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0956,黄军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0955,郭勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0948,朱勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0947,马艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0944,杨杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0942,吴娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0939,黄霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0937,黄涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0934,张敏,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0933,赵洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0932,杨丽,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0927,何军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0871,何芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0870,林军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0868,陈平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0796,马洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0795,孙军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0793,孙强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0791,罗娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0790,徐磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0789,何丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0788,马伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0786,朱勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0785,吴娟,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0784,胡超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0782,郭勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0781,徐芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0780,何平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0776,林洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0775,张伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0773,刘勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0772,陈杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0765,高艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0758,黄超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0756,王霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0753,孙伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0752,马明,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0751,陈静,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0750,周强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0746,郭杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0802,杨明,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0803,高超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0805,李伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0806,高强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0863,罗伟,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0861,孙娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0859,黄洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0857,高磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0855,周杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0854,王磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0852,朱涛,无风险,0.0,中等风险行为,"缺勤次数过多, 选课数量过多"
S0851,杨涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0850,李敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0848,郭磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0846,高平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0845,吴平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0743,王芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0844,何秀英,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0838,马明,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0835,郭芳,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0833,吴静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0829,徐洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0828,杨勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0826,徐磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0823,张秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0821,张洋,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0815,胡静,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0813,何秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0809,高敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0808,杨敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0839,林明,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0849,刘杰,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0500,张磊,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0692,陈静,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0234,郭磊,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0236,刘超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0239,杨静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0240,马勇,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0246,马强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0247,罗伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0248,吴军,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0250,吴丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0252,吴秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0253,吴平,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0254,马娟,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0255,黄艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0256,黄磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0257,赵超,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0261,胡勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0233,黄超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0268,林丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0232,林娟,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0229,杨军,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0197,朱杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0199,吴洋,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0200,朱磊,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0203,李娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0204,李敏,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0209,黄涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0211,罗敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0216,刘芳,无风险,0.0,低风险行为,缺勤次数过多
S0217,朱勇,无风险,0.0,低风险行为,缺勤次数过多
S0218,赵秀英,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0221,高娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0223,刘霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0224,郭静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0225,林杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0226,赵敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0230,李强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0195,徐勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0269,李霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0279,张伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0320,黄杰,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0321,孙明,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0322,林芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0323,周平,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0325,王强,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0330,黄敏,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0331,陈涛,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0332,杨芳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0335,林勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0336,赵超,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0339,徐霞,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0340,王平,无风险,0.0,中等风险行为,"出勤率过低, 缺勤次数过多"
S0342,李霞,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0344,何娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0345,王艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0319,杨丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0271,朱艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0318,罗军,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0313,马勇,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0281,孙平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0284,王娟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0287,周平,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0288,黄静,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0289,罗艳,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0291,李伟,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
S0292,黄丽,无风险,0.0,高风险行为,"出勤率过低, 缺勤次数过多, 选课数量过多"
